work_year,job_title,role_category,experience_level,experience_order,employment_type,work_setting,is_remote,company_size,company_location,employee_residence,salary_in_usd,salary_in_inr,salary_band,is_recent,is_salary_outlier,region
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,Canada,Canada,192000,15936000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,Canada,Canada,124000,10292000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,AI Developer,AI Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,230000,19090000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,AI Developer,AI Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,124000,10292000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,Canada,Canada,148500,12325500,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,Canada,Canada,82500,6847500,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,184800,15338400,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Architect,Data Architect/Platform,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,310000,25730000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Architect,Data Architect/Platform,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,206000,17098000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,AI Engineer,AI Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,372000,30876000,5. Lead ($150K+),Recent (2023-24),True,Americas
2023,AI Engineer,AI Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,223000,18509000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United Kingdom,United Kingdom,172256,14297248,5. Lead ($150K+),Recent (2023-24),False,Europe
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United Kingdom,United Kingdom,123040,10212320,4. Senior ($100K-$150K),Recent (2023-24),False,Europe
2023,Data Scientist,Data Scientist,Mid-level,2,Full-time,Remote,Remote,Medium,United States,United States,131000,10873000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,Canada,Canada,148500,12325500,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,Canada,Canada,82500,6847500,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Manager,Leadership/Management,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,233500,19380500,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Manager,Leadership/Management,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,146000,12118000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,280889,23313787,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,187259,15542497,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,AI Architect,AI Engineer,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,305100,25323300,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,AI Architect,AI Engineer,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,146900,12192700,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Business Intelligence Analyst,BI Developer,Entry-level,1,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,78800,6540400,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Business Intelligence Analyst,BI Developer,Entry-level,1,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,44100,3660300,2. Junior ($30K-$60K),Recent (2023-24),False,Americas
2023,MLOps Engineer,ML Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,166000,13778000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,MLOps Engineer,ML Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,73100,6067300,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,80000,6640000,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Analytics Engineer,Analytics Engineer,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,150000,12450000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Analytics Engineer,Analytics Engineer,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,80000,6640000,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,110000,9130000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Business Intelligence Engineer,BI Developer,Senior,3,Full-time,In-person,On-site/Hybrid,Large,United States,United States,202800,16832400,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Business Intelligence Engineer,BI Developer,Senior,3,Full-time,In-person,On-site/Hybrid,Large,United States,United States,104300,8656900,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Science Manager,Data Scientist,Executive,4,Full-time,In-person,On-site/Hybrid,Large,United States,United States,272400,22609200,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Science Manager,Data Scientist,Executive,4,Full-time,In-person,On-site/Hybrid,Large,United States,United States,140100,11628300,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,154000,12782000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,103000,8549000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Business Intelligence Analyst,BI Developer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,Canada,Canada,80750,6702250,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Business Intelligence Analyst,BI Developer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,Canada,Canada,48450,4021350,2. Junior ($30K-$60K),Recent (2023-24),False,Americas
2023,BI Developer,BI Developer,Entry-level,1,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,85600,7104800,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,BI Developer,BI Developer,Entry-level,1,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,57000,4731000,2. Junior ($30K-$60K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,190400,15803200,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,112000,9296000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Strategist,Other Data Role,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,119636,9929788,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Strategist,Other Data Role,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,70374,5841042,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,304750,25294250,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,98873,8206459,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,58161,4827363,2. Junior ($30K-$60K),Recent (2023-24),False,Americas
2023,Analytics Engineer,Analytics Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,138000,11454000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Analytics Engineer,Analytics Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,85500,7096500,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,307100,25489300,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,216800,17994400,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,153600,12748800,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,106800,8864400,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,250000,20750000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,280000,23240000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,180000,14940000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Executive,4,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,160000,13280000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Executive,4,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,130000,10790000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,162000,13446000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,164640,13665120,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,131712,10932096,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,74800,6208400,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,63600,5278800,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Mid-level,2,Full-time,Remote,Remote,Medium,United Kingdom,United Kingdom,92280,7659240,3. Mid ($60K-$100K),Recent (2023-24),False,Europe
2023,Machine Learning Engineer,ML Engineer,Mid-level,2,Full-time,Remote,Remote,Medium,United Kingdom,United Kingdom,67672,5616776,3. Mid ($60K-$100K),Recent (2023-24),False,Europe
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,140000,11620000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,253792,21064736,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,158620,13165460,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Business Intelligence Specialist,BI Developer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,259900,21571700,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Business Intelligence Specialist,BI Developer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,139200,11553600,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Machine Learning Infrastructure Engineer,ML Engineer,Senior,3,Full-time,Remote,Remote,Medium,United Kingdom,United Kingdom,118118,9803794,4. Senior ($100K-$150K),Recent (2023-24),False,Europe
2023,Machine Learning Infrastructure Engineer,ML Engineer,Senior,3,Full-time,Remote,Remote,Medium,United Kingdom,United Kingdom,79976,6638008,3. Mid ($60K-$100K),Recent (2023-24),False,Europe
2023,Research Scientist,Research Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,293000,24319000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Research Scientist,Research Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,185000,15355000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,115500,9586500,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,70000,5810000,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Research Analyst,Other Data Role,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,142000,11786000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Research Analyst,Other Data Role,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,102000,8466000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Quality Engineer,Other Data Role,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,141600,11752800,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Quality Engineer,Other Data Role,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,121400,10076200,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,240000,19920000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,55000,4565000,2. Junior ($30K-$60K),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,49000,4067000,2. Junior ($30K-$60K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,135000,11205000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,200000,16600000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,180000,14940000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Director of Data Science,Data Scientist,Executive,4,Full-time,Remote,Remote,Medium,United Kingdom,United Kingdom,246080,20424640,5. Lead ($150K+),Recent (2023-24),False,Europe
2023,Director of Data Science,Data Scientist,Executive,4,Full-time,Remote,Remote,Medium,United Kingdom,United Kingdom,184560,15318480,5. Lead ($150K+),Recent (2023-24),False,Europe
2023,Data Scientist,Data Scientist,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,168000,13944000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Entry-level,1,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,105000,8715000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Entry-level,1,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,70000,5810000,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,100000,8300000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,Canada,Canada,243000,20169000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,Canada,Canada,152000,12616000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Business Data Analyst,Data Analyst,Senior,3,Full-time,Remote,Remote,Large,Gibraltar,Spain,79976,6638008,3. Mid ($60K-$100K),Recent (2023-24),False,Europe
2023,Business Intelligence Analyst,BI Developer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,115600,9594800,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Business Intelligence Analyst,BI Developer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,79700,6615100,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Applied Scientist,Other Data Role,Entry-level,1,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,281700,23381100,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Applied Scientist,Other Data Role,Entry-level,1,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,141100,11711300,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Specialist,Other Data Role,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,173100,14367300,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Specialist,Other Data Role,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,86900,7212700,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,258700,21472100,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,133800,11105400,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,225300,18699900,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,197400,16384200,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,157000,13031000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,125000,10375000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,208000,17264000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,134000,11122000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,140000,11620000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,65000,5395000,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,188200,15620600,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United Kingdom,United Kingdom,49216,4084928,2. Junior ($30K-$60K),Recent (2023-24),False,Europe
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,110000,9130000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,73400,6092200,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,183414,15223362,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,97200,8067600,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,299000,24817000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,187000,15521000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,66000,5478000,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,140000,11620000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,170200,14126600,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,83900,6963700,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,101570,8430310,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,177000,14691000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,118000,9794000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,234500,19463500,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,127000,10541000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,ML Engineer,ML Engineer,Senior,3,Full-time,Remote,Remote,Large,Australia,Australia,114979,9543257,4. Senior ($100K-$150K),Recent (2023-24),False,Asia-Pacific
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,287500,23862500,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,168000,13944000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,155000,12865000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,153000,12699000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,136000,11288000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,254000,21082000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,214500,17803500,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,134500,11163500,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,136000,11288000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,104000,8632000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Mid-level,2,Full-time,Remote,Remote,Medium,United States,United States,143000,11869000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Mid-level,2,Full-time,Remote,Remote,Medium,United States,United States,117000,9711000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,110000,9130000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United Kingdom,United Kingdom,73824,6127392,3. Mid ($60K-$100K),Recent (2023-24),False,Europe
2023,Data Scientist,Data Scientist,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United Kingdom,United Kingdom,55368,4595544,2. Junior ($30K-$60K),Recent (2023-24),False,Europe
2023,Research Engineer,Research Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,370000,30710000,5. Lead ($150K+),Recent (2023-24),True,Americas
2023,Research Engineer,Research Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,200000,16600000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,275300,22849900,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,183500,15230500,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Applied Scientist,Other Data Role,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,230000,19090000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Applied Scientist,Other Data Role,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,196000,16268000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,253000,20999000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,172040,14279320,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,234000,19422000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,178000,14774000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,164000,13612000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Business Intelligence Specialist,BI Developer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,109238,9066754,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Business Intelligence Specialist,BI Developer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,68274,5666742,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,Remote,Remote,Medium,France,France,57223,4749509,2. Junior ($30K-$60K),Recent (2023-24),False,Europe
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,Remote,Remote,Medium,France,France,51824,4301392,2. Junior ($30K-$60K),Recent (2023-24),False,Europe
